autor,titlu,strofa,text,nr_versuri
Tudor Arghezi,De-a v-ați ascuns,2,"E un joc viclean de bătrâni
Cu copii, ca voi, cu fetițe ca tine,
Joc de slugi și joc de stăpâni,
Joc de păsări, de flori, de căni,
Și fiecare îl joacă bine.",5
Tudor Arghezi,De-a v-ați ascuns,3,"Ne vom iubi, negreșit, mereu
Strânși bucuroși la masă,
Subt coviltirele lui Dumnezeu.
Într-o zi piciorul va rămâne greu,
Mâna stângace, ochiul sleit, limbă scămoasa.",5
Tudor Arghezi,De-a v-ați ascuns,4,"Jocul începe încet, ca un vânt,
Eu o să rad și o să tac,
O să mă culc la pământ.
O să stau fără cuvânt,
De pildă, lângă copac.",5
Tudor Arghezi,De-a v-ați ascuns,5,"E jocul sfintelor Scripturi.
Așa s-a jucat și Domnul nostru Isus Hristos
Și alții, prinși de friguri și de călduri,
Care din câteva sfinte tremurături
Au isprăvit jocul, frumos.",5
Tudor Arghezi,De-a v-ați ascuns,6,"Voi să nu va mâhniți tare
Când mă vor lua și duce departe
Și-mi vor face un fel de înmormântare
În lutul afânat sau tare.
Așa e jocul, începe cu moarte.",5
Tudor Arghezi,De-a v-ați ascuns,7,"Știind că și Lazăr a-nviat
Voi să nu va mâhniți, s-așteptați,
Ca și cum nu s-a întâmplat
Nimic prea nou și prea ciudat.
Acolo, voi gândi la jocul nostru, printre frați.",5
Tudor Arghezi,De-a v-ați ascuns,8,"Tata s-a îngrijit de voi,
V-a lăsat vite, hambare,
Pășune, bordeie și oi,
Pentru tot soiul de nevoi
Și pentru mâncare.",5
Tudor Arghezi,De-a v-ați ascuns,9,"Toți vor învia, toți se vor întoarce
Într-o zi acasă, la copii,
La nevasta, care plânge și toarce,
La văcuțe, la mioare,
Ca oamenii gospodari și vii.",5
Tudor Arghezi,De-a v-ați ascuns,10,"Voi creșteți, dragii mei, sănătoși,
Voinici, zglobii, cu voie bună,
Cum am apucat din moși-strămoși.
Deocamdată, feții mei frumoși,
O să lipsească tata vreo lună.",5
Tudor Arghezi,De-a v-ați ascuns,11,"Apoi, o să fie o întârziere,
Și altă, și pe urmă altă.
Tata nu o să mai aibă putere
Să vie pe jos, în timpul cât se cere,
Din lumea ceealalta.",5
Tudor Arghezi,De-a v-ați ascuns,12,"Și, voi ați crescut mari,
V-ați capatuit,
V-ați făcut cărturari,
Mama-mpletește ciorapi și pieptari,
Și tată nu a mai venit...",5
Tudor Arghezi,De-a v-ați ascuns,13,"Puii mei, bobocii mei, copiii mei!
Așa este jocul.
Îl joci în doi, în trei,
Îl joci în câte câți vrei.
Arde-l-ar focul.",5
Tudor Arghezi,De-o fi să mor,1,"De-o fi să mor, de-o fi să mor
Să mă lăsăți în vechea haină,
Vor ști doar codrii a mea taină ...
La groapa mea dați zor, dați zor.",4
Tudor Arghezi,De-o fi să mor,2,"Cînd voi fi mort, în vreo trei scînduri
Să m-așezați, n-oi ști de gînduri,
Am fost și gînd, dar am trecut,
Am suspinat, dar am tăcut ...",4
Tudor Arghezi,De-o fi să mor,3,"La groapa mea dați zor, dați zor...
De-o fi să mor, de-o fi să mor ...",2
Tudor Arghezi,Deșertăciune,1,"Toată ziua, toată noaptea treaz,
Cine-mi spune de o viață-ntreagă
Să fiu gata pentru care ceas
Când o taină poate se dezleagă?",4
Tudor Arghezi,Deșertăciune,2,"Taina celor taine fără număr,
Înnădite și încrucișate
Între creștet, inimă și umăr,
Jugul, hamul meu de rob și frate.",4
Tudor Arghezi,Deșertăciune,3,"Traista-i gata, cârja-i în pridvor,
Drumul o să fie lung pe lună,
Drumul de un om și un picior
Strâmt și-ngust cu ceața dimpreună.",4
Tudor Arghezi,Deșertăciune,4,"Stau la pândă-n bălți și împrejur,
Clopot, voce, tunet să mă strige,
Țipăt rău sau șoaptă să murmur,
Ce voi zice, nu știu, ce voi zice?",4
Tudor Arghezi,Deșertăciune,5,"Și mi-e spaimă de ceva urât,
De o fiară, de un ceas pe care
Îl așteaptă sufletul atât,
Lângă viață, lângă închisoare.",4
Tudor Arghezi,Deșertăciune,6,"Cine strigă? Nimeni n-a strigat?
Cucuvaia, greierul, tâlharul?
Voi fi fost chemat și-apoi uitat?
Bate timpul, trece minutarul.",4
Tudor Arghezi,Deșertăciune,7,"Netrăită viața s-a sfiit
Și-am trăit-o însutit.",2
Tudor Arghezi,Doamnă moarte,1,"Mă ispitești de-o viață-ntreagă
Să-mi cazi prin farmecele-ți dragă
În mantii și dantele și belșug,
Și m-am trezit dormind cu tine-ntr-un coșciug.",4
Tudor Arghezi,Doi copii,1,"Doi copii s-au dus de mâna
Colindând o saptamâna
Dupa scoici, dupa ghioace.",3
Tudor Arghezi,Doi copii,2,"Vrând cum marea sa se joace,
Ea, pierduta-n hora ei,
Nu s-a prins la rând cu ei.
Atâtata sa-si destrame
Paturile de naframe.",5
Tudor Arghezi,Doi copii,3,"Se dezbraca si se-mbraca,
Singura ca sa se placa,
Fermecata sa se scalde
În sidefuri si zmaralde.",4
Tudor Arghezi,Doi copii,4,"Nu stiu ce le-a casunat
Pe la ceasul înnoptat,
Ca pe un drumeac stingher
S-au pierdut, intrând în cer...",4
Tudor Arghezi,Doi frați,1,"O zi din celelante-n săptămînă,
Scot ciutura mea plină din fîntînă
Pe cumpăna grădinii. Mereu ca-ntîia oară,
Ea se înalță și scoboară.
Mă uit în undă chipul să-mi cuprindă,
Că n-am, în cîmp, la sapă, o altfel de oglindă.
Dar ieri venind și boul, dintr-însa să se-adape,
Ne-am oglindit alături în tremurul de ape.
Joian mi-e frate galeș, iubit, în arătură.
În ciutură se vede-ndoita sorbitură.",10
Tudor Arghezi,Doi frumoși,1,"Pe-o foaie de izmă-ngustă
Se oprește o lăcustă.
Ce frumoasă-i, fa, Marie !",3
Tudor Arghezi,Doi frumoși,2,"N-are nici ea pălărie
Și, strînsă-n fotele ei,
Fără tocuri și cercei
Cu bondița-n subsuori
Și cu talpa goală-n flori
N-a fost, cînd era mireasă,
Nici Crăiasa mai frumoasă.",7
Tudor Arghezi,Doi frumoși,3,"Însă e și-un brotăcel
Și nu luai seama la el.
Ochii lui în ochii ei
Licăresc și dau scîntei.
Sufletele amîndouă
Tremurînd de-o spaimă nouă,
Și fiecare se strînge
Celălalt c-o să-l mănînce.",8
Tudor Arghezi,Doi frumoși,4,"Vai de păcatele lor,
Nu a fost nici-un omor,
Au sărit care-ntr-o parte
Și s-au dus în cîrji departe.",4
Tudor Arghezi,Doi frumoși,5,"Adevărul se cunoaște :
Dînsa nu mănîncă broaște.
Ar putea măcar să guste
Dînsul, gingașul, lăcuste ?",4
Tudor Arghezi,Dormi ?,1,"Dormi, sufletul meu? te-ai culcat?
Plouă și singur mi s-a urît.
Vreau să nu te supăr.
Te-am văzut citind la lampă
Și n-am băgat de seama
Când ai închis oblonul din grădina,
Tărcat cu dungi egale de lumină.",7
Tudor Arghezi,Dormi ?,2,"Am bătut încet în fereastră
Și iar am bătut, mai tare,
Și am intrat în încaperea ta.
Curată rînduiala!
Cartea stă deschisă la pagina albă:
Toate paginile cărții erau albe.
Ce citeai tu într-o carte fără slove?",7
Tudor Arghezi,Dormi ?,3,"Patul era nedesfacut.
Cearșaful nou, perina proaspătă.
Unde ai plecat?
Unde umbli noaptea singuratec?
Încalțamintea ți-este neatinsă.
Nu e gunoi la ține.
Te-mbraci în cămașa de piatră
Și te încingi cu funie de-argint.
Tu n-ai nici sudoare,
Nici praf, nici scuipat.",10
Tudor Arghezi,Dormi ?,4,"Un ac îmi înglodeste inima străpunsă,
Medicule fără de prihană.
Sau e un cui de la Crucificat
Sau un ghimpe din cununa lui.
Vindecă-mă, suflete.
Vin-acasă, suflete.
Adu leacuri, suflete.",7
Tudor Arghezi,Două capre,1,"Două capre cu trei iezi,
În genunchi la o tulpină,
Ți se pare că le vezi
Că se roagă și se-nchină.",4
Tudor Arghezi,Două capre,2,"În giubele lungi, de par,
Și cu bărbi, ai da să zici
Că sunt chiar, într-adevăr,
Cinci monahi ori ucenici.",4
Tudor Arghezi,Două capre,3,"Și-i și altă-asemănare:
Ciute și-n suman sărac,
Ințolite-s, fiecare,
Roșcovanele-n șiac.",4
Tudor Arghezi,Două capre,4,"S-au sculat și rumegînd
Stihuri mute și litanii,
Scapă, rupt din cînd în cînd,
Șirul negru de metanii.",4
Tudor Arghezi,Drum în iarnă,1,"Decembre, ca un paradis
De marmuri și scântei,
Hlamida și-a deschis,
Și dintre tei,
Un vaiet lin de clopoței
Suspină-abia, ca-n vis.",6
Tudor Arghezi,Drum în iarnă,2,"Deasupra nopților s-a-ntins
Legendă ideală,
Și nu e suflet neatins,
Oricât de stins,
De diafana ei petală,
În care să nu fi descins
Lumina siderală.",7
Tudor Arghezi,Drum în iarnă,3,"E feerie de argint
Cristalizat în țurțuri lungi
Și pe cît ochii ți-i alungi,
Pe cât ajungi,
E marmur alb, neprihănit,
Pustiu și nesfîrșit.",6
Tudor Arghezi,Drum în iarnă,4,"În umbra lămpilor cernite
Se varsă vis în cupe noi,
Și capetele mult iubite
Se-nvecinesc pe nesimțite,
Ca niște frunze de trifoi.",5
Tudor Arghezi,Drum în iarnă,5,"Feți dulci, o clipă-ndrăgostiți,
Pe-atîta farmec și senin,
Fiți, cel puțin,
Voi, fericiți !",4
Tudor Arghezi,Duhovnicească,1,"Ce noapte groasă, ce noapte grea!
A bătut în fundul lumii cineva.
E cineva sau, poate, mi se pare.
Cine umblă fără lumină,
Fără lună, fără lumânare
Și s-a lovit de plopii din grădină?
Cine calcă fără somn, fără zgomot, fără pas,
Ca un suflet de pripas?
Cine-i acolo? Răspunde!
De unde vii și ai intrat pe unde?
Tu ești, mamă? Mi-e frică,
Mamă bună, mamă mică!
Ți s-a urât în pământ.
Toți nu mai sânt,
Toți au plecat de când ai plecat.
Toți s-au culcat, ca tine, toți au înnoptat,
Toți au murit detot.
Și Grivei s-a învârtit în bot
Și a căzut. S-au stârpit cucuruzii,
S-au uscat busuiocul și duzii,
Au zburat din streașina lunii
Și s-au pierdut rândunelele, lăstunii.
Știubeiele-s pustii,
Plopii-s cărămizii,
S-au povârnit păreții. A putrezit odaia...
Ei! cine străbătu livada
Și cine s-a oprit?
Ce vrei? Cine ești
De vii mut și nevăzut ca-n povești?
Aici nu mai stă nimeni
De douăzeci de ani...
Eu sunt risipit prin spini și bolovani...
Au murit și numărul din poartă
Și clopotul și lacătul și cheia.",34
Tudor Arghezi,Duhovnicească,2,"S-ar putea să fie Cine-știe-Cine...
Care n-a mai fost și care vine
Și se uită prin întuneric la mine
Și-mi vede cugetele toate.",4
Tudor Arghezi,Duhovnicească,3,"Ei! Cine-i acolo-n haine-ntunecate?
Cine scobește zidul cu carnea lui,
Cu degetul lui ca un cui,
De răspunde-n rănile mele?
Cine-i pribeag și ostenit la ușă?
Mi-e limba aspră ca de cenușă.
Nu mă mai pot duce.
Mi-e sete. Deschide, vecine,
Uite sânge, uite slavă.
Uite mană, uite otravă.
Am fugit de pe Cruce.
Ia-mă-n brațe și ascunde-mă bine.",12
Tudor Arghezi,E bine a trăi,1,"E bine a trăi și la-ndemînă
Oricărui ins măreț, deștept ori prost,
Fie că are umbra lui un rost
Fie că trece ca un fulg de lînă.",4
Tudor Arghezi,E bine a trăi,2,"Dar a fugi cătînd alt adăpost,
De țară , de obîrșii, de țărînă,
E că, mai tînără sau mai bătrînă,
Mai scumpă rînza decît ele-a fost.",4
Tudor Arghezi,E bine a trăi,3,"Cînd în oglindă te uiți ce ești, la tine,
Nu te apucă, patriote, greața ?
Și nu-ți roșesc obrajii de rușine ?",3
Tudor Arghezi,E bine a trăi,4,"Cela ce vrea domnie peste țară,
Nu e de-ajuns să-i caute dulceața,
El trebuie să știe să și moară.",3
Tudor Arghezi,Epigraf,1,"Stihuri, zburați acum din mîna mea
Și schiopatați în aerul cu floare,
Ca păsările mici de catifea
Ce-ncep în mai să-nvețe și să zboare.",4
Tudor Arghezi,Epigraf,2,"Stihuri, acum, porniți vă scuturați,
Ca frunzele-aurite, pentru moarte.
Pustnicii tineri, triști și delicați,
Păstra-vă-vor într-un sicriu de carte.",4
Tudor Arghezi,Epigraf,3,"Stihuri de suflet, dintre spini culese,
Îndurerate-n spic și-n rădăcini,
Pătrunde-ți, înțelese și neînțelese,
În suflete de prieteni și străini.",4
Tudor Arghezi,Epigraf,4,"Și semănați, ca noaptea ce vă naște,
Sfiială și-ndoieli unde-ți cădea,
Acel-ce -știe, însă nu cunoaște,
Varsă-ntuneric alb cu mîna mea.",4
Tudor Arghezi,Epilog,1,"Au cîștigat ciocoii războiul lor cu țara
Și s-au ales plugarii cu morții și ocara.
Sus inimile sterpe ! Trăiască putregaiul !
Sărbătoresc se-ntinde în București alaiul,
Și nengropați, pe drumuri, ucișii zac dovadă
Că cine mai cîrtește, ca și ei va să cadă.
Trăiască și guvernul și brava lui armată,
Că-mpușcă la comandă pe mamă și pe tată.
Între flăcăii noștri și noi, acei cu vina,
Gîndește, hotărăște și-nvinge disciplina.
Trăiască Suveranul și mai cu seamă el,
Că ne-a făcut oștire și ofițeri model,
Să apere bănetul și setea de la fire
De-a-l înmulți nainte prin jaf și gîtuire.
Izbînda-i totuș tristă, deși e cîștigată.
Boierii cad pe gînduri, la masă, dintrodată.
Le scapă furculița din mînă, și-ntr-o doară
Privirea cată goală-n ninsoarea de afară.
Nu-i chiar o bucurie și-atîta de ușor
Să vezi că-ți vine moartea, de drept, într-ajutor.
De-acu schimbat e totul. În curți și-n pragul porții,
Printre viței și-n grajduri, te întîlnești cu morții,
Cu umbra lor de sînge. Se uită, stă și piere.
Parcă-i în cîrji bărtînul Stoian și parcă cere.
Nici unul nu mai are nici brațe, nici putere.
- "" Mi-aduc aminte, seara, din frunză cum cînta ...
Era deștept, Dumitru ...""
- "" E-ntins în șanț, papa ...""",28
Tudor Arghezi,Epilog,2,"E o tăcere moartă, care-a-nghețat și zace
Pe sate, pe cătune, pe oameni pe conace.
E frig în suflet. Gîndul se înfiripă-alene
Și șchioapătă ca șoimul gol, dezbrăcat de pene,
Cu aripa de piele, prin glod, ca o găină.
S-a mohorit a noapte și ziua, pe lumină.
Un lucru umblă, negru și nou, din casă-n casă.
Din negurile astea tot moarte-o să mai iasă.
Morții-au tăcut în sate, dar tot le-a mai rămas
Din ochi o pîlpîire și-o soaptă, ca un glas.",10
Tudor Arghezi,Epilog,3,"Băteți din palme-n teatre și-n săli de adunare
Că vă aduce-oștirea o nouă ușurare.
Ați cucerit-o țara, după amar și chin,
Cu sabia și tunul, ca un pămînt strein.
Că de streină țara, deși vi-i gura plină
De ea, n-aveți ce zice, va fost și vi-i streină.
Ea mai fusese-a voastră cu tot ce-a dat belșug,
Prin fraudă piezise, tertip și meșteșug.
Acum se face-a voastră detot, prin foc și pară.
Poporul fără pîine mai e și fără țară.
Cu slove de trei șchioape, pe firme, cu vopsea,
Citești și mulțumește a cui e țara ta.
De vrei, din temelie, să știi ce haimanale
Te stăpînesc pe tine și rodul țării tale,
Iei condicile-nchise, subt chei, la tribunale ...
Și n-ai aflat nimica, ai dat de o mulțime
De societăți pitite, numite "" anonime "".
Nu că tăgădui munca făcută, nici atunci
Cînd una grămădește prea mult, din două munci,
Dar cine pune trudă mai grea, plugarul, care
Stă-ngenuncheat să vadă sămînța de răsare,
Ori domnul cel cu geamul rotund, de lîngă nas,
Nervos că iscălește la sașe luni un ceas ?
Dreptatea, deocamdată înfrîntă, tot mai cere
Răsplata măsurată pe muncă și durere,
Dar subt cuvînt că unul are un simț și-o minte,
Și altul brațe grele, vorbirea asta minte,
Cînd spune că stăpînul, mai mare, se cuvine
Să ia tot rodul zilei, sleindu-te pe tine.
Nu vreți, nici asta dată nu vreți ? Atunci se schimbă,
S-a isprăvit tocmeala. Vorbim o altă limbă,
Așa pe neștiute, pe la un miez de noapte,
Răspunde din bordeie alt nouă sute șapte,
Mai chibzuit, mai crîncen, nu lînced ca o turmă.
Să nu cumva să fie, vedeți, și cel din urmă.",35
Tudor Arghezi,Epilog,4,"Că poate și armata în slujba la ciocoi,
Trezită la dreptate, să fie-atunci cu noi.",2
Tudor Arghezi,Frageda,1,"Nu îi fie de deochi,
Ce frumoasă-i fără ochi!
Tivul pleoapelor se coase-n
Ferfenițe de mătase.",4
Tudor Arghezi,Frageda,2,"De când s-a uitat în stele
I s-a prins bezna de ele.
Dintr-un lunecuș cu pana
I s-a-ncondeiat sprânceana.
E tot pana care scrie
Fluturii din păpădie.
A luat gura ei tipar
Parcă de la nenufar:
Ce i-a spus visul ascuns,
De-a șoptit și i-a răspuns?
Nu ș'cu cine seamănă
Că îi pare geamănă:
O să mă silesc să caut
A ghici pe nai și flaut.",14
Tudor Arghezi,Frageda,3,"Între perine și pături
Mâna-i stă pe-aci, pe-alături.",2
Tudor Arghezi,Frageda,4,"Pune-i degetare
Câte-o sărutare.",2
Tudor Arghezi,Frageda,5,"Umblă-ncet, ia-i măna-ncet,
Mută-i-o încet,
Să nu se deștepte...
Și-n cuprinsul pălmii drepte,
De zântii de marte,
Pune-i mărțișor o carte.",6
Tudor Arghezi,Frunze pierdute,1,"Cincizeci de ani, de cînd încerci, mereu,
Condeiul, gîndurile și cerneala,
N-au mai ajuns să-ți curme, fătul meu,
Frica de tine și-ndoiala.",4
Tudor Arghezi,Frunze pierdute,2,"Te temi și-acum de ce te-ai mai temut.
De pagina curată și de rîndul,
Și de cuvîntul de la început,
Te sperie și litera și gîndul.",4
Tudor Arghezi,Frunze pierdute,3,"Foile tale scrise, de hîrtie,
Se rup și zboară, ca dintr-o livadă
Frunzele zmulse-n vijelie,
Fără ca piersicul să și le vadă.",4
Tudor Arghezi,Frunze pierdute,4,"La fiece cuvînt, o șovăire
Te face să tresari și-ai aștepta.
Parcă trăiești în somn și-n amintire
Și nu știi cine-a scris cu mîna ta.",4
Tudor Arghezi,Greierele,1,"A-nceput un greiere
Casa s-o cutreiere.
Șuieră
Și fluieră
Și să dormi nu te mai lasă;
Parc-ar fi la el acasă.
Ducă-se în altă aia,
Că mi-a luat-o el odaia
Și mă bate la ureche
Struna lui de sîrmă veche.
De-o mai fi cum a-nceput,
Îmi iau traista și mă mut.
Ai văzut nerușinare ?
Sîmbăta, amiaza mare,
Fără nici-o-nștiințare,
A venit, s-a instalat
Și s-a pus și pe cîntat.
Eu ca omul așezat,
Nu pun mîna pe pian
Decît rar, din an în an,
Pe oboi sau clavecin:
Să nu supăr pe vecin -
Dar și-atuncea cu măsură
Și cu degetul la gură,
Cînt vreo polkă sau vreo horă,
Pîn' la anumită oră.
Nepoftitului din casă
Prea puțin de noi îi pasă.
Îl tot caut în zadar
Și nu dau de lăutar.
Dintr-un dring cu limba frîntă,
El s-a pus pe chef și cîntă,
Undeva, printr-un ungher,
La umbrelă, la cuier;
Îl aud de peste tot,
Și din podini și din pod
Și nu mă pricep cum face
Că-l aud și-atunci cînd tace.
De cinci ori am ațipit
Și de cinci ori m-a trezit
Oaspele afurisit.
Mă frămînt, ascult, aștept
Cu dușmanul să dau piept,
Dar el, molcom și huihai,
Dă din cobză și din nai;
Ori că zgîrie pe scripcă,
Ori că rîcîie o șipcă,
Cîteodată pare, parcă,
Pe sticlete că-l încearcă
Sau că-ncinge pe departe
Pila-n ciob de sticle sparte,
C-are multe și destule
Și gîtleje, dar și scule.",53
Tudor Arghezi,Greierele,2,"Și...atunci? Am luat în gură
Apă, și cu-o stropitură
L-am scos dintr-o crăpătură.
Nimerisem, subt perdea,
Într-un colț de dușumea,
Îl văzui, se scutura,
Și nu mai putea cînta.
Udă, leoarcă, răgușită,
Vocea-i moale e scîncită,
Și caricatura bearcă
A uitat să mai și meargă,
Mi se face, însă milă
de făptura lui umilă.
Suferințele mă dor.
Eram gata să-l omor.
Să-l omor că de ce cîntă?
Gîndul asta mă-nspăimîntă.
Știe, oare, oarecine,
Viața lui de unde vine?
Tot ce poate, orișiunde,
E să cînte ghersuri ciunte,
Și cîtu-i de mititel
Numai gura e de el.
Ca o trîmbiță - și nu zici
C-are-n gușe zece muzici?
Știe-atîtea. vai, săracul,
A cînta, - ca pitpalacul,
Și -are dreptul ticălos
Să nu cînte nici frumos.
Graiul lui e de-așa fel
Că-l pricep ai lui și el.
I-am prins trupul de un dram
Și  i-am dat drumul pe geam,
Și-auzindu-l iar, de jos,
I-am urat: -"" Mergi sănătos !""",35
